Name,Weight (lbs),Height (inches)
"Nading, Jesse",257,77
"D'Orazio, Zach",217,74
"McKenzie, Isaiah",173,67
"Elzey, Paul",235,75
"Larramore, Leonard",317,73
"Williams, Sylvester",313,74
"Bullock, Randy",206,69
"Hall, De'von",215,75
"Jefferson, Ben",330,81
"Goode, John",233,74
"Prosise, C.J.",220,73
"Banaszak, John",242,75
"Luani, Shalom",202,71
"Palmer, Tom",240,74
"Amituanai, Conan",335,75
"Titmas, Herb",185,68
"Diehl, Charlie",208,72
"Noble, James",193,72
"Welch, Jim",196,72
"Nsekhe, Ty",335,80
"Outlaw, J.J.",187,69
"Carpenter, Ron",189,73
"Irwin, Heath",300,76
"Beckett, Jack",200,73
"Leavitt, Richard",280,75
"Zatechka, Rob",320,76
"Isbell, Joe Bob",243,73
"Vetter, Jack",198,74
"Lelie, Ashley",195,75
"Wallace, Mike",205,72
"Taylor, Kitrick",181,71
"Asher, Bob",250,77
"Saint-Dic, Jonal",253,72
"Reid, Jim",306,78
"Logan, Bennie",315,74
"Walton, Bruce",251,78
"Yeates, Jeff",248,75
"Harris, Kenny",198,73
"Pumphrey, DJ",169,68
"Dent, Akeem",250,73
"Novak, Nick",200,72
"Stephenson, Donald",312,78
"West, Isaac",190,72
"Jenkins, Mike",191,75
"Gentry, Tanner",198,74
"Gomes, DeJon",201,72
"Montgomery, Ty",216,72
"Verba, Ross",305,76
"Charles, Orson",247,75
"Ford, Adrian",190,70
"Bass, Mike",190,72
"Aldridge, Bennie",195,72
"Anderson, Vickey Ray",205,72
"Owens, Rod",183,72
"Osley, Willie",195,72
"Milano, Matt",221,73
"Aiken, Kamar",215,74
"Rashad, Shakeel",235,74
"Seferian-Jenkins, Austin",262,77
"Vucinich, Milt",215,72
"Thomas, Henry",275,74
"Osborn, Mike",235,77
"Taylor, Lionel",215,74
"Klotz, Jack",260,76
"Gaines, Greg",220,75
"Seborg, Herman",195,71
"King, Tyler",271,77
"Wallace, Stan",208,75
"Day, Tom",262,74
"Adkisson, James",235,77
"Mabin, Greg",190,74
"Kalil, Ryan",300,74
"Marsh, Curtis",201,74
"Fields, Scott",220,74
"Thompson, Tommy",205,73
"Sansen, Ollie",193,73
"Riordan, Tim",185,73
"Sampleton, Lawrence",233,77
"Bauer, John",235,75
"Boehm, Evan",310,74
"Crawley, Ken",180,73
"Cassara, Frank",215,72
"Davis, Gaines",230,71
"Wade, Bob",200,74
"Johnson, Rishaw",313,75
"Uecker, Keith",260,77
"Bacon, Coy",270,76
"Quinn, Joe",290,76
"Lanum, Jake",190,71
"Sears, Dick",185,70
"Nickey, Donnie",226,75
"Sims, Blake",218,71
"Ikegwuonu, Jack",200,70
"Palmer, Paul",184,69
"Gradkowski, Gino",300,75
"Pitts, Lafayette",196,70
"Carswell, Brandon",201,73
"Daniels, LeShun",304,73
"Bellamy, Jay",200,71
"Lawson, Jim",190,71
"Barnes, Khalif",320,78
"Vaughn, Damian",251,76
"Tagliaferri, John",195,71
"Davis, Andre",200,73
"Baker, Stephen",160,68
"McCarthy, Jim",205,73
"Brown, Billy",241,76
"Weaver, Emanuel",260,76
"Lee, Boris",238,72
"Ham, Derrick",270,76
"Chapman, Mike",250,76
"Saenz, Eddie",169,71
"Sproles, Darren",190,66
"Childress, Brandon",185,70
"West, Charcandrick",205,70
"Ivey, Travis",325,76
"Bailey, Alvin",320,75
"Cole, Audie",248,77
"Beamon, Autry",190,73
"Hardee, Justin",194,73
"Dawkins, Dion",317,76
"Campbell, Joseph",245,76
"Anderson, Mark",255,76
"Secord, Joe",190,72
"Fowler, Eric",210,75
"Todman, Jordan",200,70
"Taumoepenu, Pita",243,73
"Olejniczak, Stan",220,72
"Fitzgerald, France",185,70
"Lilly, Tony",199,72
"Leroy, Emarlos",304,73
"Chandler, Jeff",215,74
"Kizzire, Lee",200,72
"Gibbons, Jim",220,74
"Parrish, Tony",210,71
"McAddley, Jason",200,74
"Ingram, Steve",318,76
"Thomas, Devin",221,74
"Norris, Hal",194,71
"Ripkowski, Aaron",246,73
"Leffew, Travis",292,76
"Washington, Fred",277,74
"Hartle, Greg",225,74
"Renner, Bill",198,72
"Lewis-Moore, Kapron",315,76
"Gratz, Dwayne",199,71
"Keyton, Darren",305,75
"Watt, Walt",187,72
"Zogg, Jon",290,76
"Lewis, Roderick",254,77
"Imhof, Martin",255,78
"Banks, Jon",232,74
"Sawyer, Buzz",201,73
"Francis, Carlos",190,70
"Teal, Jimmy",170,70
"Jackson, Johnnie",204,73
"Talton, Tyree",201,71
"Reynolds, Jaz",201,74
"Kashama, Alain",262,76
"Hancock, Anthony",200,72
"Jacobs, Harry",226,73
"Karstens, George",205,76
"Westbrook, Dede",176,72
"Felts, Bobby",202,74
"Walker, Gary",283,75
"Young, Lonnie",205,73
"Hatley, Rickey",269,76
"Fisher, Ray",185,69
"Perryman, Bob",233,73
"Chilton, Gene",271,75
"Maynard, Les",210,75
"Ferguson, Gene",300,80
"Jennings, Adam",180,69
"Wilson, Bobo",189,69
"Harvey, Jeron",224,77
"Asprilla, Manny",183,70
"Goldberg, Bill",266,74
"Daniels, Matt",212,72
"Pinkard, Josh",218,73
"Cappelletti, Gino",190,72
"McDonald, Clinton",297,74
"Cheek, Steve",200,76
"Jackson, Arnold",173,68
"Shaffer, Lee",205,74
"Karcis, Bull",223,69
"Kellar, Bill",187,71
"Walterscheid, Len",190,71
"Johns, Paul",173,71
"Bell, Len",201,71
"Eskridge, John",230,75
"Andrews, Tom",265,76
"Newby, James",295,77
"Peterson, Cal",220,75
"Sanders, Daniel",316,74
"Ward, Ronnie",232,72
"Phillips, Loyd",240,75
"Ryan, Jon",217,72
"Obomanu, Ben",204,73
"Roberts, Elandon",235,71
"Pace, Calvin",265,76
"Garrett, John",180,71
"Levy, Harvey",212,70
"Harris, Jon",292,79
"Parquet, Jeremy",321,78
"Canada, Larry",233,74
"Vaeao, Destiny",299,75
"Davis, Bob",192,71
"Law, Cordarro",255,73
"Barber, Peyton",225,70
"Raiola, Dominic",310,73
"Gatski, Frank",233,75
"Glosson, Clyde",175,71
"Haaven, Ira",192,74
"Anderson, Kyle",294,75
"Halliday, Jack",238,75
"Bavaro, Mark",245,76
"Hardy, Kevin",182,72
"Sanford, Sandy",210,73
"Anderson, Kim",183,71
"Lewis, Jamal",245,71
"Darby, Byron",260,76
"Norris, Jim",238,76
"Washington, Adolphus",295,76
"Arrington, Adrian",192,75
"O'Neill, Kevin",249,74
"Carthens, Milt",305,76
"Perry, Michael Dean",285,73
"Bayne, Chris",205,73
"Foxworth, Domonique",180,71
"Martin, Steve",260,75
"Daffer, Ted",198,72
"Schillinger, Shann",200,72
"Jensen, Jim",212,76
"O'Hanley, Ross",180,72
"Allison, Aundrae",198,72
"Chandnois, Lynn",198,74
"Matthews, Bo",230,76
"Koncar, Mark",271,77
"Espie, Al",,
"Wolfe, Derek",285,77
"Aaitui, Isaako",307,76
"Hundley, Brett",226,75
"LeFebvre, Gil",155,66
"Alex, Keith",307,76
"Hanks, Ben",223,74
"Scandrick, Orlando",196,70
"Thomas, Bryan",265,76
"George, Carl",175,71
"Pena, Gilbert",330,74
"Centers, Larry",225,72
"Malone, Van",186,71
"Johnson, Jeron",212,70
"Gaison, Blane",185,72
"Reed, Oscar",222,72
"Matla, Pascal",315,76
"Tasker, Steve",185,69
"Sears, Corey",314,75
"Bradberry, James",210,73
"Caesar, Mark",295,74
"Gregory, Randy",255,77
"Pasqua, Joe",226,73
"Earon, Blaine",195,73
"Washington, Tony",247,76
"Garnett, Dave",219,74
"Lotulelei, John",235,71
"Amerson, Glen",186,73
"Jackson, Keith",315,72
"Jarrett, Dwayne",219,76
"Dickson, JoJo",245,73
"Irvin, Sedrick",226,71
"Harrington, Perry",210,71
"Talbert, Diron",255,77
"Carson, Howie",190,72
"Davis, Russell",227,72
"Wellman, Mike",253,75
"Lenkaitis, Bill",255,76
"Tucker, Marcus",190,70
"Thomas, Zach",242,71
"Davis, Ralph",205,71
"Smith, Terrance",235,74
"Calmus, Rocky",235,75
"Keyworth, Jon",230,75
"Hitchens, Anthony",235,72
"Barrow, Micheal",245,74
"Ramirez, Tony",305,78
"Thomas, Ricky",185,72
"Finkes, Matt",272,75
"Retkofsky, Jared",260,77
"Kiewel, Jeff",270,76
"Hansen, Ron",220,72
"Allred, Brian",175,70
"Parker, Brian",265,76
"Reissig, Bill",195,72
"Kamara, Alvin",215,70
"Perretta, Ralph",252,74
"Harden, Mike",192,73
"Gardner, Beau",240,76
"Onyemata, David",300,75
"Warren, Paris",213,72
"Morris, Darryl",188,70
"Lewis, Rich",220,75
"Kennedy, Mike",195,72
"Bell, Marcus",236,73
"Degen, Dick",220,73
"Owens, Billy",207,73
"Suh, Ndamukong",305,76
"Hardy, Andre",233,73
"Bailey, Johnny",190,68
"Neal, Speedy",254,74
"Davis, Erm",205,71
"Kennedy, Cortez",306,75
"Atkinson, Jess",165,69
"Manges, Mark",210,74
"Leahy, Pat",189,72
"Sanders, Eric",255,78
"Lampman, Jake",205,72
"Ferguson, Isiah",218,77
"Patrick, Tim",210,77
"Harry, Emile",168,71
"Allen, Eric",190,70
"Hansen, Cliff",190,73
"Gholston, William",281,78
"Reynolds, John",185,70
"Saldi, John",245,77
"Kecman, Dan",230,74
"Mullens, Nick",196,73
"Askew, B.J.",233,75
"Tofil, Joe",205,73
"Eugene, Bruce",283,72
"Foley, Dave",255,77
"Tauscher, Mark",320,75
"Wexler, Bill",170,69
"Urban, Luke",165,68
"Lambert, Jack",220,76
"Thompson, Tyrice",220,77
"Webster, Corey",200,72
"Rasheed, Dawud",240,70
"Jackson, Xzavie",278,75
"Cameron, Ronnie",295,74
"Baker, Shannon",185,69
"Allen, James",215,70
"Hargain, Tony",188,72
"Pauga, Zac",246,73
"Williams, Jarveon",194,70
"Edison, Pedro",250,75
"Carpenter, Bobby",249,74
"Bell, Mark",241,77
"Watkins, Alex",234,75
"Outlaw, John",180,70
"Watt, T.J.",235,77
"Reeves, Jeremy",176,67
"Hartigan, Nick",220,74
"Fenney, Rick",242,73
"Sanders, Bob",206,68
"Kimble, Anthony",215,72
"Raymond, Keon",190,69
"Adams, Keion",245,74
"Eligwe, Ukeme",239,74
"Asiata, Matt",219,72
"Carter, Ki-Jana",226,70
"Schneider, Leroy",237,71
"Noppenberg, John",196,72
"Thomas, Melvin",322,75
"Tukuafu, Will",280,74
"Washington, T.J.",335,76
"Pinderhughes, Brandon",195,71
"Embernate, Nik",300,76
"Quinn, Mike",216,76
"Neidert, John",230,74
"Leo, Bobby",180,70
"Waters, Charlie",193,73
"Arnold, David",208,75
"Garcia, Frank",302,74
"Lake, Carnell",213,73
"Barrett, Johnny",195,69
"Davis, Drew",205,73
"King, Austin",288,75
"Saxton, Brian",256,78
"Banner, Zach",361,80
"Applewhite, Antwan",270,75
"Barr, Dave",210,75
"Ellsworth, Percy",225,74
"Easley, Marcus",217,74
"Cardwell, John",170,69
"Newton, Chuck",205,72
"Barrett, Bob",200,75
"Adams, Michael",195,70
"Falcon, Guil",220,70
"Hartong, George",210,72
"Fields, Aaron",243,76
"Baker, Budda",192,70
"Arnett, Jon",197,71
"Jones, Bryce",178,72
"Davis, Robert",219,75
"Otto, Bob",251,78
"Peter, Christian",292,74
"Sayles, Casey",269,75
"Baldischwiler, Karl",265,77
"Kelly, Ben",185,69
"Barrel, Napoleon",200,68
"Everett, Major",215,70
"Jackson, Courtney",190,73
"Odom, Antwan",275,77
"Vedder, Christopher",210,71
"Harrington, LaRue",210,72
"Vaughn, Jon",203,69
"Fena, Tom",200,71
"Ashworth, Jacolby",300,75
"Thomas, Mike",190,71
"Bair, Brandon",290,78
"von Schamann, Uwe",190,72
"Gentry, Byron",227,71
"Allen, Jason",200,73
"Jacobs, Taylor",210,72
"Agholor, Nelson",198,72
"Abbott, Vince",207,71
"Walker, Adam",220,71
"Gordon, Dick",190,71
"Voytek, Ed",235,74
"Evans, Larry",216,74
"Beavers, Willie",322,77
"Seals, George",260,75
"Ritchie, Jon",250,74
"Nairan, Ralph",185,71
"Ferguson, Sean",255,75
"Sayers, Gale",198,72
"Zellars, Ray",233,71
"Jeffires, Haywood",210,74
"Jacobs, John",335,77
"Hall, Dana",211,75
"Muhlbach, Don",258,76
"Phinisee, Justin",199,71
"Rentmeester, Bill",247,72
"Schiller, Pat",235,74
"Washington, Joe",180,69
"Randle, Tate",202,72
"Cheek, Richard",266,75
"Ash, Juddy",205,74
"Panciera, Don",192,73
"Beasley, Cole",180,68
"Nails, Jamie",335,78
"Jones, Colin",205,72
"Irwin, Tim",300,79
"Golsen, Tom",175,71
"Reese, Booker",260,78
"Phillips, Shaun",255,75
"Zahursky, Steve",305,78
"Sensabaugh, Gerald",212,73
"Nelson, Mark",270,76
"Reichle, Dick",190,72
"Fishman, Alec",218,71
"Anders, Kimble",218,71
"McCadam, Kevin",207,73
"Bean, Bubba",195,71
"Fiammetta, Tony",250,72
"Dorsey, Glenn",297,73
"Franklin, Orlando",315,78
"Terry, Corey",243,75
"Conner, James",235,74
"Jeffries, Curtis",236,76
"Watts, Brandon",231,74
"Sayler, Jace",295,77
"Alexakos, Steve",260,74
"Light, Matt",305,76
"Humphries, D.J.",307,77
"Rebsamen, Paul",188,72
"Pierce, Dick",185,71
"Reese, Jerry",192,75
"Bebout, Nick",261,77
"Ivlow, John",226,71
"Backus, Jeff",305,77
"Oglesby, Cedric",180,70
"King, Justin",197,71
"Reeberg, Lucien",285,76
"Whimpey, Kevin",295,77
"Patrick, Chris",305,77
"Lewis, Kevin",180,71
"O'Hara, Pat",205,75
"Klemic, Dave",185,71
"Bello, B.J.",230,74
"Cherry, Bill",275,76
"Marconi, Joe",225,74
"Lee, Keith",192,71
"Halicki, Eddie",185,69
"Caulcrick, Jehuu",269,72
"Carthen, Jason",255,75
"McCarty, Mickey",255,77
"Kirchner, Mark",261,75
"Culkin, Sean",250,78
"Keating, Bill",242,74
"Padan, Bob",165,
"Long, Chris",270,75
"Christensen, Erik",235,75
"Williams, Mike",225,76
"Lipps, Louis",190,70
"Slay, Darius",190,72
"Pittman, Marcus",290,77
"Webb, David",237,75
"Waters, Bob",184,74
"Washington, Rashad",217,73
"Cato, Daryl",195,74
"Robinson, Josh",200,70
"Ridlehuber, Preston",217,74
"Webster, Aaron",211,74
"LaCasse, Ryan",257,74
"Campbell, Glenn",199,71
"Dable, Anthony",220,76
"Eichenlaub, Ray",225,72
"Gallarda, Tommy",262,77
"Brown, Chris",195,74
"Atessis, Bill",240,75
"Walker, Daylan",177,69
"Gambrell, Billy",175,70
"Jackson, Chevis",194,71
"Early, Quinn",190,72
"Thomas, Kelly",270,78
"Ford, Darryl",225,73
"Lawrence, Simoni",221,73
"Johnson, Dick",220,76
"Veland, Tony",209,73
"Chavous, Barney",252,75
"Thomas, Chase",255,76
"Farley, Matthias",210,71
"Beer, Tom",237,73
"Nelson, Steve",230,74
"Jelacic, Jon",250,75
"Phillips, Andy",303,74
"Gardner, Birdie",190,
"Doss, Lorenzo",187,71
"Edwards, Pat",175,69
"Rhea, Floyd",218,72
"Jerod-Eddie, Tony",301,77
"Watt, Joe",184,71
"Anthony, Cornelius",235,72
"Ippolito, Tony",220,70
"Malone, Mark",223,76
"Davis, Nick",180,72
"English, R.J.",213,74
"Incognito, Richie",319,75
"Nagy, Bill",308,75
"Samuels, Chris",198,70
"Hodges, Bucky",245,79
"Stewart, Darian",214,71
"Wetzel, Buzz",190,70
"Woodson-Luster, Xavier",214,73
"Newton, Tom",212,72
"Patchan, Matt",300,79
"Marshall, Bud",270,76
"Johnson, Eddie",220,73
"Schubert, Steve",185,70
"Hardy, Isham",185,69
"Anderson, Ri'Shard",194,71
"Kimmel, Jerry",240,74
"Armstead, Arik",292,79
"Nugent, Terry",218,76
"Welsh, Jonathan",235,76
"Jackson, Rashaad",298,74
"Washington, Gene",185,74
"Ransdell, Bill",212,74
"Oniskey, Dick",225,74
"James, Shannon",193,69
"Jenkins, Jordan",259,75
"Richardson, Sheldon",294,75
"Vinnola, Paul",180,70
"Bass, Glenn",205,74
"Carter, Dexter",170,69
"Kinne, G.J.",218,74
"Kershaw, William",250,75
"Norman, Tim",270,78
"Flores, Mike",256,75
"Jackson, Kirby",176,70
"King, Henry",205,76
"Nicks, Carl",349,77
"Posluszny, Paul",232,74
"Palmer, Scott",245,75
"DiMarco, Nick",237,74
"Varajon, Mike",232,73
"Foster, Bob",192,69
"Calland, Lee",190,72
"Taylor, Troy",200,76
"Olawale, Jamize",240,73
"Kinek, Mike",200,73
"Maclin, Jeremy",198,72
"Adams, Brent",256,77
"Dye, Donteea",195,72
"Cheatham, Ernie",255,76
"Pennington, Tom",210,74
"Johnson, Greg",240,76
"Rivers, Jamie",245,74
"Maehl, Jeff",184,72
"Watson, Asa",240,75
"Kelsch, Mose",235,70
"Perry, Senorise",211,72
"Weinstock, Izzy",190,71
"Garrett, Dub",235,73
"Klein, Dick",254,76
"Barnes, Marlon",215,69
"Daney, George",240,76
"Albrecht, Ted",253,76
"Taseff, Carl",192,71
"Barnett, Deondre",239,75
"Nixon, David",225,75
"Flowers, Keith",211,72
"Adams, Michael",181,68
"Liddick, Dave",240,74
"Tomlinson, Laken",312,75
"MacLeod, Bob",190,72
"Knight, Marcus",180,73
"Todd, Dick",172,71
"Perantoni, Frank",220,72
"Brown, Blair",240,72
"March-Lillard, Justin",222,72
"Barron, Jim",195,72
"Eberdt, Jess",215,74
"Cathcart, Sam",175,72
"Carlson, Cody",202,75
"Davis, Daniel",165,69
"Wallace, Roger",180,71
"Balducci, Alex",310,76
"Wallace, Aaron",245,75
"Allen, Nate",170,70
"Mayberry, Doug",220,73
"Harris, Corey",187,70
"Norton, Ray",184,74
"Magulick, George",150,69
"Evans, Jahri",318,76
"Getchell, Gorham",225,76
"Martin, Tracy",205,75
"Vanderloo, Viv",190,70
"Williams, DeAngelo",207,69
"Kelsay, Chad",252,74
"Johnson, Cliff",215,75
"Eckl, Bob",233,73
"Davis, Tyrone",260,76
"Radick, Ken",210,70
"Amukamara, Prince",202,72
"Gordon, Dwayne",245,73
"Weger, Mike",200,74
"Scott, Chris",260,77
"Schaefering, Brian",295,76
"Favre, Brett",222,74
"Bradford, Carl",248,73
"Fitzpatrick, Larry",275,76
"Economos, Andrew",250,73
"Nattiel, Ricky",180,69
"Tobin, Matt",290,78
"Reilly, Kevin",220,74
"Vaughn, Clarence",202,72
"Dawkins, Tommy",260,75
"Dennison, Glenn",225,75
"Leggett, Earl",265,75
"Nichols, Mark",225,75
"Ostendarp, Jim",178,68
"Thompson, Tramaine",167,68
"Wilber, Kyle",245,76
"Timmerman, Adam",300,76
"Jeter, Tony",223,75
"Davis, Rob",284,75
"Ott, Tyler",252,75
"Saul, Bill",224,76
"Dittman, Seth",273,79
"Petrilas, Bill",195,73
"Kirk, Ernest",265,74
"King, Joe",200,74
"Norman, Will",175,72
"Malleck, Ryan",249,76
"Kalafat, Jim",235,72
"Pierce, Michael",339,72
"Hansen, Hal",200,70
"Butler, Adam",300,77
"Harrison, Jonotthan",300,76
"Johnson, Ken",205,74
"Carrell, John",227,75
"Maeda, Chet",187,70
"Webster, Cornell",180,72
"Kersten, Wally",270,77
"Taylor, Corky",189,70
"Adkins, Spencer",236,71
"Newbill, Richard",240,73
"Childs, Ron",212,71
"Baker, Wayne",270,78
"Page, Eric",180,70
"Giancanelli, Hal",182,70
"McAdams, Carl",240,75
"Hopkins, DeAndre",215,73
"Cooper, Fahn",306,77
"Aronson, Doug",293,75
"Keahey, Duce",215,74
"Halterman, Aaron",265,77
"Maley, Howie",187,71
"O'Neill, Bill",187,72
"English, Darius",227,78
"Green, Tion",220,72
"Dennard, Mark",253,73
"Owens, Terry",260,78
"Darden, Thom",195,74
"Gardner, Talman",210,73
"Handler, Phil",212,72
"Johnson, Smiley",198,69
"Alberghini, Tom",200,70
"Bell, Joique",231,71
"Boykin, Trevone",213,72
"Canale, Justin",250,74
"Reese, Jerry",190,71
"Lucas, Jordan",204,72
"Pedersen, Jacob",240,77
"Vaitai, Halapoulivaati",320,78
"Bedford, Gene",165,69
"Foster, Glenn",285,76
"Thompson, Reyna",194,72
"Davis, Josh",188,73
"Jernigan, Timmy",295,74
"Gore, Gordon",215,72
"Ioane, Junior",332,76
"Reilly, Trevor",245,77
"Nordstrom, Swede",238,74
"Reda, Jason",200,73
"Pearson, Dave",287,75
"Thompson, Tommy",192,73
"Orns, Fred",230,74
"Carr, Paul",205,72
"Cherry, J'Juan",200,71
"Hunt, Joey",299,74
"Walter, Ken",207,73
"Balasz, Frank",212,74
"Parmalee, Bernie",210,71
"Hatfield, Mark",305,78
"Adams, Darrell",282,77
"Harper, Brandon",320,74
"Hart, Les",180,71
"Franklin, Paul",198,74
"Bachmaier, Joe",175,69
"Roberts, Archie",190,72
"Johnson, Kaleb",300,76
"Burgess, James",233,72
"Wade, Myles",300,73
"Finley, J.J.",250,78
"Jones, Seantavius",200,75
"Haley, Dennis",248,73
"Carnelly, Ray",187,74
"Getz, Lee",250,75
"Ingersoll, Mike",300,77
"Chubb, Brandon",240,73
"Tanguay, Bill",190,72
"Harline, Jonny",245,76
"Lee, Jack",205,70
"Jackson, William",189,72
"Vakapuna, Fui",257,72
"Rakestraw, Larry",195,74
"Grimes, Jonathan",210,70
"Robbins, Jack",183,74
"Chandler, Bob",180,72
"Maddox, Anthony",305,73
"Barker, Chris",300,74
"Agnew, Jamal",193,70
"Kempf, Florian",170,69
"Kemp, Marcus",185,76
"Daniels, Dave",245,75
"Harris, Michael",338,77
"Masters, Walt",192,70
"Chapman, Allen",181,71
"Lemon, Cleo",215,74
"Engles, Rick",177,71
"Wise, Deatrich",271,77
"Blythe, Austin",298,74
"Gates, Antonio",255,76
"Venable, Winston",210,71
"Johnson, Tre'Von",190,73
"Thomas, Norris",180,72
"Gettis, Adam",305,74
"Saul, Ron",255,74
"Washington, Marvin",285,78
"Johnson, Nate",244,75
"Carter, Kerry",237,74
"Marderian, Greg",250,76
"Neighbors, Billy",250,72
"Bauman, Rashad",184,68
"Lawrence, Des",174,73
"Damore, John",228,72
"Northern, Gabe",262,75
"Timmer, Kirk",242,75
"Teafatiller, Guy",260,74
"Floyd, George",190,71
"Wendryhoski, Joe",245,74
"Lewis, Darren",219,70
"Lewis, Dezmin",214,76
"Varga, Tyler",225,70
"Treadwell, Laquon",215,74
"Graf, Kevin",309,78
"Scales, Cordarol",222,74
"Charles, Terry",207,75
"Hamilton, Remy",190,72
"Thomas, Broderick",254,76
"Harris, Erik",225,75
"Walters, Pete",265,74
"Noel, Merrill",175,70
"Hall, Rashard",210,73
"Smith, Rod",231,75
"Gottschalk, Darren",225,76
"Quick, Brian",218,75
"Carrington, Darren",200,74
"Vaughn, Bob",240,76
"Caravello, Joe",270,75
"Fantetti, Ken",230,74
"Bell, Todd",207,73
"Ellis, Greg",265,78
"Nugent, Clem",155,69
"May, Ray",230,73
"Anderson, Preston",183,73
"Walker, Derrick",250,72
"White, Marquez",184,72
"Cantu, Rolando",348,77
"Baker, Tony",182,70
"Olshansky, Igor",315,77
"Lindquist, Paul",265,75
"Martin, Kareem",272,78
"Johnson, David",260,74
"Pasquale, Ron",266,74
"Street, Devin",200,75
"Smith, Tyron",320,77
"Brown, Fadol",273,76
"Naumetz, Fred",222,73
"Walker, Kenneth",172,69
"Martin, Ike",190,71
"Maznicki, Frank",181,69
"Hanley, Bo",150,67
"Gardella, Gus",190,70
"Saban, Lou",202,72
"Ulufale, Mike",284,76
"Kellermeyer, Doug",275,75
"Fort, Neal",279,77
"Galbreath, Harry",295,73
"Alfson, Warren",198,72
"Winston, Eric",310,79
"Scurlock, Mike",200,70
"Ullery, Jiggs",200,72
"Rivera, Mychal",245,75
"Parker, DeVante",212,75
"O'Bard, Ronnie",190,69
"Wendlick, Joe",207,72
"Parker, Jerry",227,72
"Garnes, Sam",225,75
"Mallory, Rick",265,74
"Milton, Keavon",320,76
"Campbell, De'Vondre",234,75
"Frese, Nolan",233,74
"Finnin, Tom",262,74
"Reed, Bobby",187,71
"Leonard, Tony",170,71
"Carey, Don",202,71
"Evans, Josh",280,75
"Maness, James",174,73
"Landrigan, Jim",235,76
"Banks, Tony",229,76
"McBride, Adrian",195,72
"Case, Stoney",201,75
"Core, Cody",210,75
"Parker, Vaughn",300,75
"Todd, Joe",218,72
"Thompson, Derrius",220,74
"Banaszak, Pete",210,71
"Yeats, Jim",245,76
"Davis, Mike",195,73
"Espinoza, Alex",193,73
"Hartzog, Bug",195,71
"Davis, Don",235,73
"Peterson, Deangelo",235,76
"Bajema, Billy",259,76
"Pinkard, Larry",196,72
"Fetherston, Jim",225,74
